number,name,status
645,Allowwritingoptionaltypesas,Withdrawn
635,StructuralPatternMatching:MotivationandRationale,Final
646,VariadicGenerics,Accepted
644,RequireOpenSSL1.1.1ornewer,Final
659,SpecializingAdaptiveInterpreter,Draft
660,Editableinstallsforpyproject.tomlbasedbuilds(wheelbased),Final
664,Python3.11ReleaseSchedule,Active
658,ServeDistributionMetadataintheSimpleRepositoryAPI,Accepted
663,"StandardizingEnumstr(),repr(),andformat()behaviors",Rejected
665,AfileformattolistPythondependenciesforreproducibilityofanapplication,Rejected
678,EnrichingExceptionswithNotes,Final
671,Syntaxforlate-boundfunctionargumentdefaults,Draft
682,FormatSpecifierforSignedZero,Final
683,"ImmortalObjects,UsingaFixedRefcount",Accepted
687,Isolatingmodulesinthestandardlibrary,Accepted
694,Upload2.0APIforPythonPackageRepositories,Draft
688,MakingthebufferprotocolaccessibleinPython,Accepted
695,TypeParameterSyntax,Accepted
693,Python3.12ReleaseSchedule,Active
706,Filterfortarfile.extractall,Final
702,Markingdeprecationsusingthetypesystem,Draft
701,Syntacticformalizationoff-strings,Accepted
712,Addinga“converter”parametertodataclasses.field,Draft
709,Inlinedcomprehensions,Accepted
711,PyBI:astandardformatfordistributingPythonBinaries,Draft
719,Python3.13ReleaseSchedule,Active
710,Recordingtheprovenanceofinstalledpackages,Draft
724,StricterTypeGuards,Draft
718,Subscriptablefunctions,Draft
725,Specifyingexternaldependenciesinpyproject.toml,Draft
3003,PythonLanguageMoratorium,Final
3002,ProcedureforBackwards-IncompatibleChanges,Final
3110,CatchingExceptionsinPython3000,Final
3113,RemovalofTupleParameterUnpacking,Final
3109,RaisingExceptionsinPython3000,Final
3115,MetaclassesinPython3000,Final
3114,Renamingiterator.next()toiterator.__next__(),Final
3119,IntroducingAbstractBaseClasses,Final
3131,SupportingNon-ASCIIIdentifiers,Final
3130,AccesstoCurrentModule/Class/Function,Rejected
3129,ClassDecorators,Final
3132,ExtendedIterableUnpacking,Final
3128,BList:AFasterList-likeType,Rejected
3127,IntegerLiteralSupportandSyntax,Final
3126,RemoveImplicitStringConcatenation,Rejected
3125,RemoveBackslashContinuation,Rejected
3147,PYCRepositoryDirectories,Final
3146,MergingUnladenSwallowintoCPython,Withdrawn
3153,AsynchronousIOsupport,Superseded
3152,Cofunctions,Rejected
3149,ABIversiontagged.sofiles,Final
3148,futures-executecomputationsasynchronously,Final
3151,ReworkingtheOSandIOexceptionhierarchy,Final
3150,Statementlocalnamespaces(aka“given”clause),Deferred
8105,2024TermSteeringCouncilelection,Active
8104,2023TermSteeringCouncilelection,Active
8101,2020TermSteeringCouncilelection,Final
8100,January2019SteeringCouncilelection,Final
8016,TheSteeringCouncilModel,Accepted
8015,OrganizationofthePythoncommunity,Rejected
8103,2022TermSteeringCouncilelection,Final
8102,2021TermSteeringCouncilelection,Final
8013,TheExternalCouncilGovernanceModel,Rejected
8014,TheCommonsGovernanceModel,Rejected
8012,TheCommunityGovernanceModel,Rejected
8011,PythonGovernanceModelLeadbyTrioofPythonistas,Rejected
8010,TheTechnicalLeaderGovernanceModel,Rejected
8002,OpenSourceGovernanceSurvey,Final
8001,PythonGovernanceVotingProcess,Final
8000,PythonLanguageGovernanceProposalOverview,Final
3333,PythonWebServerGatewayInterfacev1.0.1,Final
3156,AsynchronousIOSupportRebooted:the“asyncio”Module,Final
3155,Qualifiednameforclassesandfunctions,Final
3154,Pickleprotocolversion4,Final
3145,AsynchronousI/OForsubprocess.Popen,Withdrawn
3144,IPAddressManipulationLibraryforthePythonStandardLibrary,Final
3143,Standarddaemonprocesslibrary,Deferred
3142,Adda“while”clausetogeneratorexpressions,Rejected
3140,"str(container)shouldcallstr(item),notrepr(item)",Rejected
3141,ATypeHierarchyforNumbers,Final
3139,Cleaningoutsysandthe“interpreter”module,Rejected
3138,StringrepresentationinPython3000,Final
3136,Labeledbreakandcontinue,Rejected
3135,NewSuper,Final
3133,IntroducingRoles,Rejected
3137,ImmutableBytesandMutableBuffer,Final
3124,"Overloading,GenericFunctions,Interfaces,andAdaptation",Deferred
3134,ExceptionChainingandEmbeddedTracebacks,Final
3123,MakingPyObject_HEADconformtostandardC,Final
3122,Delineationofthemainmodule,Rejected
3120,UsingUTF-8asthedefaultsourceencoding,Final
3118,Revisingthebufferprotocol,Final
3117,Postfixtypedeclarations,Rejected
3116,NewI/O,Final
3121,ExtensionModuleInitializationandFinalization,Final
3112,BytesliteralsinPython3000,Final
3111,Simpleinputbuilt-ininPython3000,Final
3108,StandardLibraryReorganization,Final
3107,FunctionAnnotations,Final
3106,"Revampingdict.keys(),.values()and.items()",Final
3105,Makeprintafunction,Final
3104,AccesstoNamesinOuterScopes,Final
3103,ASwitch/CaseStatement,Rejected
3102,Keyword-OnlyArguments,Final
3100,MiscellaneousPython3.0Plans,Final
3099,ThingsthatwillNotChangeinPython3000,Final
3101,AdvancedStringFormatting,Final
3001,Procedureforreviewingandimprovingstandardlibrarymodules,Withdrawn
3000,Python3000,Final
801,Reserved,Active
754,IEEE754FloatingPointSpecialValues,Rejected
733,AnEvaluationofPython’sPublicCAPI,Draft
732,ThePythonDocumentationEditorialBoard,Draft
726,Module,Draft
731,CAPIWorkingGroupCharter,Draft
730,AddingiOSasasupportedplatform,Draft
729,Typinggovernanceprocess,Draft
727,DocumentationinAnnotatedMetadata,Draft
723,Embeddingpyproject.tomlinsingle-filescripts,Draft
722,Dependencyspecificationforsingle-filescripts,Rejected
720,Cross-compilingPythonpackages,Draft
715,Disablingbdist_eggdistributionuploadsonPyPI,Final
714,Renamedist-info-metadataintheSimpleAPI,Accepted
721,Usingtarfile.data_filterforsourcedistributionextraction,Final
713,CallableModules,Rejected
708,ExtendingtheRepositoryAPItoMitigateDependencyConfusionAttacks,Provisional
707,Asimplifiedsignaturefor__exit__and__aexit__,Rejected
705,TypedDict:Read-onlyitems,Draft
692,UsingTypedDictformoreprecise**kwargstyping,Accepted
700,AdditionalFieldsfortheSimpleAPIforPackageIndexes,Accepted
699,RemoveprivatedictversionfieldaddedinPEP509,Accepted
698,OverrideDecoratorforStaticTyping,Accepted
697,LimitedCAPIforExtendingOpaqueTypes,Final
704,Requirevirtualenvironmentsbydefaultforpackageinstallers,Withdrawn
696,TypedefaultsforTypeVarLikes,Draft
703,MakingtheGlobalInterpreterLockOptionalinCPython,Accepted
686,MakeUTF-8modedefault,Accepted
685,Comparisonofextranamesforoptionaldistributiondependencies,Accepted
680,tomllib:SupportforParsingTOMLintheStandardLibrary,Final
689,UnstableCAPItier,Final
684,APer-InterpreterGIL,Accepted
681,DataClassTransforms,Accepted
691,JSON-basedSimpleAPIforPythonPackageIndexes,Accepted
690,LazyImports,Rejected
679,Allowparenthesesinassertstatements,Draft
676,PEPInfrastructureProcess,Active
672,Unicode-relatedSecurityConsiderationsforPython,Active
670,ConvertmacrostofunctionsinthePythonCAPI,Final
677,CallableTypeSyntax,Rejected
674,Disallowusingmacrosasl-values,Deferred
673,SelfType,Accepted
675,ArbitraryLiteralStringType,Accepted
666,RejectFoolishIndentation,Rejected
669,LowImpactMonitoringforCPython,Accepted
662,Editableinstallsviavirtualwheels,Rejected
661,SentinelValues,Draft
668,MarkingPythonbaseenvironmentsas“externallymanaged”,Accepted
667,Consistentviewsofnamespaces,Draft
656,PlatformTagforLinuxDistributionsUsingMusl,Final
657,IncludeFineGrainedErrorLocationsinTracebacks,Final
652,MaintainingtheStableABI,Final
651,RobustStackOverflowHandling,Rejected
650,SpecifyingInstallerRequirementsforPythonProjects,Withdrawn
655,MarkingindividualTypedDictitemsasrequiredorpotentially-missing,Accepted
654,ExceptionGroupsandexcept*,Final
653,PreciseSemanticsforPatternMatching,Draft
648,Extensiblecustomizationsoftheinterpreteratstartup,Rejected
649,DeferredEvaluationOfAnnotationsUsingDescriptors,Accepted
643,MetadataforPackageSourceDistributions,Final
641,UsinganunderscoreintheversionportionofPython3.10compatibilitytags,Rejected
632,Deprecatedistutilsmodule,Final
640,Unusedvariablesyntax,Rejected
634,StructuralPatternMatching:Specification,Accepted
647,User-DefinedTypeGuards,Accepted
633,Dependencyspecificationinpyproject.tomlusinganexplodedTOMLtable,Rejected
642,ExplicitPatternSyntaxforStructuralPatternMatching,Rejected
631,Dependencyspecificationinpyproject.tomlbasedonPEP508,Superseded
630,IsolatingExtensionModules,Final
629,VersioningPyPI’sSimpleAPI,Final
628,Add,Final
627,Recordinginstalledprojects,Final
623,RemovewstrfromUnicode,Final
625,FilenameofaSourceDistribution,Accepted
624,RemovePy_UNICODEencoderAPIs,Final
612,ParameterSpecificationVariables,Accepted
611,Theonemillionlimit,Withdrawn
610,RecordingtheDirectURLOriginofinstalleddistributions,Final
621,Storingprojectmetadatainpyproject.toml,Final
613,ExplicitTypeAliases,Accepted
609,PythonPackagingAuthority(PyPA)Governance,Active
608,CoordinatedPythonrelease,Rejected
622,StructuralPatternMatching,Superseded
599,Themanylinux2014PlatformTag,Superseded
604,Allowwritinguniontypesas,Accepted
602,AnnualReleaseCycleforPython,Accepted
607,ReducingCPython’sFeatureDeliveryLatency,Final
606,PythonCompatibilityVersion,Rejected
601,Forbidreturn/break/continuebreakingoutoffinally,Rejected
600,Future‘manylinux’PlatformTagsforPortableLinuxBuiltDistributions,Final
605,ArollingfeaturereleasestreamforCPython,Rejected
593,Flexiblefunctionandvariableannotations,Accepted
592,Adding“Yank”SupporttotheSimpleAPI,Final
591,Addingafinalqualifiertotyping,Accepted
598,Introducingincrementalfeaturereleases,Withdrawn
597,AddoptionalEncodingWarning,Final
594,Removingdeadbatteriesfromthestandardlibrary,Final
585,TypeHintingGenericsInStandardCollections,Final
584,AddUnionOperatorsTodict,Final
583,AConcurrencyMemoryModelforPython,Withdrawn
582,Pythonlocalpackagesdirectory,Rejected
581,UsingGitHubIssuesforCPython,Accepted
576,RationalizeBuilt-infunctionclasses,Withdrawn
580,TheCcallprotocol,Rejected
575,Unifyingfunction/methodclasses,Withdrawn
579,RefactoringCfunctionsandmethods,Final
578,PythonRuntimeAuditHooks,Accepted
569,Python3.8ReleaseSchedule,Active
568,Generator-sensitivityforContextVariables,Deferred
567,ContextVariables,Final
566,MetadataforPythonSoftwarePackages2.1,Final
574,Pickleprotocol5without-of-banddata,Final
573,ModuleStateAccessfromCExtensionMethods,Final
572,AssignmentExpressions,Final
570,PythonPositional-OnlyParameters,Final
565,ShowDeprecationWarningin__main__,Final
558,Definedsemanticsforlocals(),Deferred
557,DataClasses,Final
556,Threadedgarbagecollection,Deferred
555,Context-localvariables(contextvars),Withdrawn
553,Built-inbreakpoint(),Final
552,Deterministicpycs,Final
551,SecuritytransparencyinthePythonruntime,Withdrawn
550,ExecutionContext,Withdrawn
549,InstanceDescriptors,Rejected
548,MoreFlexibleLoopControl,Rejected
547,Runningextensionmodulesusingthe-moption,Deferred
546,Backportssl.MemoryBIOandssl.SSLObjecttoPython2.7,Rejected
545,PythonDocumentationTranslations,Final
544,Protocols:Structuralsubtyping(staticducktyping),Accepted
543,AUnifiedTLSAPIforPython,Withdrawn
541,PackageIndexNameRetention,Final
540,AddanewUTF-8Mode,Final
539,ANewC-APIforThread-LocalStorageinCPython,Final
537,Python3.7ReleaseSchedule,Final
536,FinalGrammarforLiteralStringInterpolation,Withdrawn
529,ChangeWindowsfilesystemencodingtoUTF-8,Final
528,ChangeWindowsconsoleencodingtoUTF-8,Final
538,CoercingthelegacyClocaletoaUTF-8basedlocale,Final
527,RemovingUn(der)usedfiletypes/extensionsonPyPI,Final
525,AsynchronousGenerators,Final
519,Addingafilesystempathprotocol,Final
524,Makeos.urandom()blockingonLinux,Final
523,AddingaframeevaluationAPItoCPython,Final
522,AllowBlockingIOErrorinsecuritysensitiveAPIs,Rejected
520,PreservingClassAttributeDefinitionOrder,Final
526,SyntaxforVariableAnnotations,Final
518,SpecifyingMinimumBuildSystemRequirementsforPythonProjects,Final
510,Specializefunctionswithguards,Rejected
516,Buildsystemabstractionforpip/condaetc,Rejected
515,UnderscoresinNumericLiterals,Final
514,PythonregistrationintheWindowsregistry,Active
513,APlatformTagforPortableLinuxBuiltDistributions,Superseded
512,Migratingfromhg.python.orgtoGitHub,Final
517,Abuild-systemindependentformatforsourcetrees,Final
509,Addaprivateversiontodict,Superseded
508,DependencyspecificationforPythonSoftwarePackages,Final
502,StringInterpolation-ExtendedDiscussion,Rejected
507,MigrateCPythontoGitandGitLab,Rejected
506,AddingASecretsModuleToTheStandardLibrary,Final
504,UsingtheSystemRNGbydefault,Withdrawn
503,SimpleRepositoryAPI,Final
505,None-awareoperators,Deferred
500,Aprotocolfordelegatingdatetimemethodstotheirtzinfoimplementations,Rejected
499,,Deferred
498,LiteralStringInterpolation,Final
497,Astandardmechanismforbackwardcompatibility,Rejected
493,HTTPSverificationmigrationtoolsforPython2.7,Final
501,Generalpurposestringinterpolation,Deferred
491,TheWheelBinaryPackageFormat1.9,Deferred
492,Coroutineswithasyncandawaitsyntax,Final
486,MakethePythonLauncherawareofvirtualenvironments,Final
482,LiteratureOverviewforTypeHints,Final
479,ChangeStopIterationhandlinginsidegenerators,Final
481,"MigrateCPythontoGit,Github,andPhabricator",Withdrawn
487,Simplercustomisationofclasscreation,Final
485,AFunctionfortestingapproximateequality,Final
483,TheTheoryofTypeHints,Final
480,SurvivingaCompromiseofPyPI:End-to-endsigningofpackages,Draft
475,RetrysystemcallsfailingwithEINTR,Final
478,Python3.5ReleaseSchedule,Final
473,Addingstructureddatatobuilt-inexceptions,Rejected
472,Supportforindexingwithkeywordarguments,Rejected
477,Backportensurepip(PEP453)toPython2.7,Final
476,Enablingcertificateverificationbydefaultforstdlibhttpclients,Final
474,Creatingforge.python.org,Withdrawn
471,os.scandir()function–abetterandfasterdirectoryiterator,Final
470,RemovingExternalHostingSupportonPyPI,Final
464,RemovalofthePyPIMirrorAuthenticityAPI,Final
469,MigrationofdictiterationcodetoPython3,Withdrawn
468,Preservingtheorderof**kwargsinafunction.,Final
467,MinorAPIimprovementsforbinarysequences,Draft
463,Exception-catchingexpressions,Rejected
466,NetworkSecurityEnhancementsforPython2.7.x,Final
465,Adedicatedinfixoperatorformatrixmultiplication,Final
461,Adding%formattingtobytesandbytearray,Final
460,Addbinaryinterpolationandformatting,Withdrawn
459,StandardMetadataExtensionsforPythonSoftwarePackages,Withdrawn
458,SecurePyPIdownloadswithsignedrepositorymetadata,Accepted
457,NotationForPositional-OnlyParameters,Final
462,CoredevelopmentworkflowautomationforCPython,Withdrawn
456,Secureandinterchangeablehashalgorithm,Final
455,Addingakey-transformingdictionarytocollections,Rejected
452,APIforCryptographicHashFunctionsv2.0,Final
443,Single-dispatchgenericfunctions,Final
442,Safeobjectfinalization,Final
441,ImprovingPythonZIPApplicationSupport,Final
454,AddanewtracemallocmoduletotracePythonmemoryallocations,Final
453,ExplicitbootstrappingofpipinPythoninstallations,Final
440,VersionIdentificationandDependencySpecification,Final
439,InclusionofimplicitpipbootstrapinPythoninstallation,Rejected
438,Transitioningtorelease-filehostingonPyPI,Superseded
437,"ADSLforspecifyingsignatures,annotationsandargumentconverters",Rejected
435,AddinganEnumtypetothePythonstandardlibrary,Final
434,IDLEEnhancementExceptionforAllBranches,Active
433,Easiersuppressionoffiledescriptorinheritance,Superseded
436,TheArgumentClinicDSL,Final
432,RestructuringtheCPythonstartupsequence,Withdrawn
431,Timezonesupportimprovements,Superseded
430,MigratingtoPython3asthedefaultonlinedocumentation,Final
429,Python3.4ReleaseSchedule,Final
428,Thepathlibmodule–object-orientedfilesystempaths,Final
427,TheWheelBinaryPackageFormat1.0,Final
426,MetadataforPythonSoftwarePackages2.0,Withdrawn
425,CompatibilityTagsforBuiltDistributions,Final
423,Namingconventionsandrecipesrelatedtopackaging,Deferred
422,Simplercustomisationofclasscreation,Withdrawn
420,ImplicitNamespacePackages,Final
419,Protectingcleanupstatementsfrominterruptions,Deferred
410,Usedecimal.Decimaltypefortimestamps,Rejected
421,Addingsys.implementation,Final
409,Suppressingexceptioncontext,Final
408,Standardlibrary__preview__package,Rejected
407,Newreleasecycleandintroducinglong-termsupportversions,Deferred
418,"Addmonotonictime,performancecounter,andprocesstimefunctions",Final
403,Generalpurposedecoratorclause(aka“@in”clause),Deferred
406,ImprovedEncapsulationofImportState,Withdrawn
401,BDFLRetirement,April Fool!
405,PythonVirtualEnvironments,Final
399,PurePython/CAcceleratorModuleCompatibilityRequirements,Final
404,Python2.8Un-releaseSchedule,Final
400,Deprecatecodecs.StreamReaderandcodecs.StreamWriter,Deferred
402,SimplifiedPackageLayoutandPartitioning,Rejected
392,Python3.2ReleaseSchedule,Final
395,QualifiedNamesforModules,Withdrawn
394,The“python”CommandonUnix-LikeSystems,Active
393,FlexibleStringRepresentation,Final
398,Python3.3ReleaseSchedule,Final
397,PythonlauncherforWindows,Final
390,StaticmetadataforDistutils,Rejected
391,Dictionary-BasedConfigurationForLogging,Final
389,argparse-NewCommandLineParsingModule,Final
382,NamespacePackages,Rejected
387,BackwardsCompatibilityPolicy,Active
386,ChangingtheversioncomparisonmoduleinDistutils,Superseded
385,MigratingfromSubversiontoMercurial,Final
383,Non-decodableBytesinSystemCharacterInterfaces,Final
381,MirroringinfrastructureforPyPI,Withdrawn
384,DefiningaStableABI,Final
377,Allow__enter__()methodstoskipthestatementbody,Rejected
376,DatabaseofInstalledPythonDistributions,Final
380,SyntaxforDelegatingtoaSubgenerator,Final
367,NewSuper,Superseded
375,Python3.1ReleaseSchedule,Final
379,AddinganAssignmentExpression,Withdrawn
378,FormatSpecifierforThousandsSeparator,Final
374,ChoosingadistributedVCSforthePythonproject,Final
365,Addingthepkg_resourcesmodule,Rejected
363,SyntaxForDynamicAttributeAccess,Rejected
361,Python2.6and3.0ReleaseSchedule,Final
360,ExternallyMaintainedPackages,Final
359,The“make”Statement,Withdrawn
364,TransitioningtothePy3KStandardLibrary,Withdrawn
358,The“bytes”Object,Final
362,FunctionSignatureObject,Final
357,AllowingAnyObjecttobeUsedforSlicing,Final
352,RequiredSuperclassforExceptions,Final
356,Python2.5ReleaseSchedule,Final
350,Codetags,Rejected
355,Path-Objectorientedfilesystempaths,Rejected
354,EnumerationsinPython,Superseded
353,Usingssize_tastheindextype,Final
351,Thefreezeprotocol,Rejected
349,Allowstr()toreturnunicodestrings,Rejected
345,MetadataforPythonSoftwarePackages1.2,Superseded
344,ExceptionChainingandEmbeddedTracebacks,Superseded
343,The“with”Statement,Final
342,CoroutinesviaEnhancedGenerators,Final
348,ExceptionReorganizationforPython3.0,Rejected
347,MigratingthePythonCVStoSubversion,Final
346,UserDefined(”,Withdrawn
341,Unifyingtry-exceptandtry-finally,Final
336,MakeNoneCallable,Rejected
334,SimpleCoroutinesviaSuspendIteration,Withdrawn
340,AnonymousBlockStatements,Rejected
339,DesignoftheCPythonCompiler,Withdrawn
338,Executingmodulesasscripts,Final
335,OverloadableBooleanOperators,Rejected
337,LoggingUsageintheStandardLibrary,Deferred
332,BytevectorsandString/UnicodeUnification,Rejected
331,Locale-IndependentFloat/StringConversions,Final
330,PythonBytecodeVerification,Rejected
329,TreatingBuiltinsasConstantsintheStandardLibrary,Rejected
328,Imports:Multi-LineandAbsolute/Relative,Final
333,PythonWebServerGatewayInterfacev1.0,Final
327,DecimalDataType,Final
326,ACaseforTopandBottomValues,Rejected
325,Resource-ReleaseSupportforGenerators,Rejected
324,subprocess-Newprocessmodule,Final
323,CopyableIterators,Deferred
322,ReverseIteration,Final
321,Date/TimeParsingandFormatting,Withdrawn
320,Python2.4ReleaseSchedule,Final
319,PythonSynchronize/AsynchronizeBlock,Rejected
318,DecoratorsforFunctionsandMethods,Final
312,SimpleImplicitLambda,Deferred
317,EliminateImplicitExceptionInstantiation,Rejected
311,SimplifiedGlobalInterpreterLockAcquisitionforExtensions,Final
316,ProgrammingbyContractforPython,Deferred
315,EnhancedWhileLoop,Rejected
314,MetadataforPythonSoftwarePackages1.1,Superseded
310,ReliableAcquisition/ReleasePairs,Rejected
313,AddingRomanNumeralLiteralstoPython,Rejected
306,HowtoChangePython’sGrammar,Withdrawn
305,CSVFileAPI,Final
303,Extenddivmod()forMultipleDivisors,Rejected
301,PackageIndexandMetadataforDistutils,Final
302,NewImportHooks,Final
309,PartialFunctionApplication,Final
308,ConditionalExpressions,Final
307,Extensionstothepickleprotocol,Final
298,TheLockedBufferInterface,Withdrawn
294,TypeNamesinthetypesModule,Rejected
292,SimplerStringSubstitutions,Final
299,Special__main__()functioninmodules,Rejected
297,SupportforSystemUpgrades,Rejected
296,AddingabytesObjectType,Withdrawn
295,Interpretationofmultilinestringconstants,Rejected
293,CodecErrorHandlingCallbacks,Final
291,BackwardCompatibilityforthePython2StandardLibrary,Final
286,EnhancedArgumentTuples,Deferred
290,CodeMigrationandModernization,Active
284,Integerfor-loops,Rejected
289,GeneratorExpressions,Final
288,GeneratorsAttributesandExceptions,Withdrawn
287,reStructuredTextDocstringFormat,Active
285,Addingabooltype,Final
281,LoopCounterIterationwithrangeandxrange,Rejected
279,Theenumerate()built-infunction,Final
278,UniversalNewlineSupport,Final
283,Python2.3ReleaseSchedule,Final
277,UnicodefilenamesupportforWindowsNT,Final
282,ALoggingSystem,Final
276,SimpleIteratorforints,Rejected
280,Optimizingaccesstoglobals,Deferred
270,uniqmethodforlistobjects,Rejected
274,DictComprehensions,Final
272,APIforBlockEncryptionAlgorithmsv1.0,Final
271,Prefixingsys.pathbycommandlineoption,Rejected
269,PgenModuleforPython,Deferred
275,SwitchingonMultipleValues,Rejected
273,ImportModulesfromZipArchives,Final
268,ExtendedHTTPfunctionalityandWebDAV,Rejected
265,SortingDictionariesbyValue,Rejected
264,Futurestatementsinsimulatedshells,Final
267,OptimizedAccesstoModuleNamespaces,Deferred
263,DefiningPythonSourceCodeEncodings,Final
262,ADatabaseofInstalledPythonPackages,Rejected
260,Simplifyxrange(),Final
266,OptimizingGlobalVariable/AttributeAccess,Withdrawn
261,Supportfor“wide”Unicodecharacters,Final
259,Omitprintingnewlineafternewline,Rejected
257,DocstringConventions,Active
256,DocstringProcessingSystemFramework,Rejected
255,SimpleGenerators,Final
254,MakingClassesLookMoreLikeTypes,Rejected
252,MakingTypesLookMoreLikeClasses,Final
258,DocutilsDesignSpecification,Rejected
253,SubtypingBuilt-inTypes,Final
251,Python2.2ReleaseSchedule,Final
248,PythonDatabaseAPISpecificationv1.0,Final
243,ModuleRepositoryUploadMechanism,Withdrawn
245,PythonInterfaceSyntax,Rejected
244,The,Rejected
250,Usingsite-packagesonWindows,Final
249,PythonDatabaseAPISpecificationv2.0,Final
246,ObjectAdaptation,Rejected
240,AddingaRationalLiteraltoPython,Rejected
239,AddingaRationalTypetoPython,Rejected
242,NumericKinds,Rejected
237,UnifyingLongIntegersandIntegers,Final
241,MetadataforPythonSoftwarePackages,Superseded
236,Backtothe__future__,Final
238,ChangingtheDivisionOperator,Final
230,WarningFramework,Final
235,ImportonCase-InsensitivePlatforms,Final
234,Iterators,Final
233,PythonOnlineHelp,Deferred
232,FunctionAttributes,Final
228,ReworkingPython’sNumericModel,Withdrawn
231,__findattr__(),Rejected
229,UsingDistutilstoBuildPython,Final
227,StaticallyNestedScopes,Final
226,Python2.1ReleaseSchedule,Final
224,AttributeDocstrings,Rejected
223,ChangetheMeaningof,Final
222,WebLibraryEnhancements,Deferred
221,ImportAs,Final
220,"Coroutines,Generators,Continuations",Rejected
225,Elementwise/ObjectwiseOperators,Rejected
219,StacklessPython,Deferred
212,LoopCounterIteration,Rejected
217,DisplayHookforInteractiveUse,Final
216,DocstringFormat,Rejected
215,StringInterpolation,Superseded
214,ExtendedPrintStatement,Final
213,AttributeAccessHandlers,Deferred
218,AddingaBuilt-InSetObjectType,Final
211,AddingANewOuterProductOperator,Rejected
210,DecouplingtheInterpreterLoop,Rejected
208,ReworkingtheCoercionModel,Final
207,RichComparisons,Final
206,PythonAdvancedLibrary,Withdrawn
204,RangeLiterals,Rejected
